"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000229609",1.08915139666816,-0.266124291555611,0.867123237195607,-0.306904809074536,0.758915828502593,0.999962774395567
"ENSG00000260704",9.61742821162225,0.249919760928053,0.322598672039609,0.774707965621655,0.438512243026466,0.999962774395567
"ENSG00000229599",0,NA,NA,NA,NA,NA
"ENSG00000224329",0.372505083224355,-0.0425982769221603,1.91064578095612,-0.0222952246547988,0.982212458110297,0.999962774395567
"ENSG00000243319",5.89146381295408,-0.0127150556912916,0.451859001892338,-0.0281394320751436,0.977550944267033,0.999962774395567
"ENSG00000122043",0.0734383368884489,-0.131117562906091,3.18533771580458,-0.0411628450746461,0.96716607388822,0.999962774395567
"ENSG00000266505",0.0807917144809079,0.229550098012733,3.18533771580458,0.0720646030321313,0.942550495644034,0.999962774395567
"ENSG00000224511",3.72020132115331,-0.102627840010766,0.497172509897998,-0.206422997988811,0.836460507858509,0.999962774395567
"ENSG00000232117",0.182925173961958,0.456310544581309,2.23111502182305,0.204521299941075,0.837946148811661,0.999962774395567
"ENSG00000232643",0,NA,NA,NA,NA,NA
"ENSG00000236463",0.918597219791647,0.650805291495928,0.968075288531687,0.672267228805134,0.501413588565241,0.999962774395567
"ENSG00000234551",0.0276701150457608,0.229550098012733,3.18533771580458,0.0720646030321313,0.942550495644034,0.999962774395567
"ENSG00000238121",14.7365350113258,0.549325164693527,0.363739010241334,1.51021790137126,0.13098783232474,0.999962774395567
"ENSG00000225039",0.219528610170775,1.22741562614258,1.90130196270805,0.645565854460253,0.51856055667961,0.999962774395567
"ENSG00000233532",1.27705550668209,-0.662673275031931,0.733155633556628,-0.903864397545745,0.366067309525011,0.999962774395567
"ENSG00000230156",0.298171049959614,-1.49117803700319,1.54918961310668,-0.962553598595872,0.335771593070645,0.999962774395567
"ENSG00000237879",10.1462504889676,-0.201115875034841,0.393909356797042,-0.510563843088562,0.609656499296948,0.999962774395567
"ENSG00000236094",0.160064512911541,-0.306255145904876,2.27820896243901,-0.134428031385235,0.893064116958385,0.999962774395567
"ENSG00000223617",0.290852543463409,0.612750956681142,1.67360335759068,0.366126749149964,0.714270498281496,0.999962774395567
"ENSG00000230233",0.39895359262507,1.96378121109943,2.38253468588429,0.824240344845416,0.409803007207804,0.999962774395567
"ENSG00000230403",0,NA,NA,NA,NA,NA
"ENSG00000236053",4.35467601810239,0.668858309641561,0.485598521811119,1.37738950923274,0.16839185458286,0.999962774395567
"ENSG00000229792",0,NA,NA,NA,NA,NA
"ENSG00000231428",0.138327337667799,-0.491783471272746,2.75914438801669,-0.178237671579865,0.858536325724544,0.999962774395567
"ENSG00000232193",0.195371537687165,0.0328079344020722,1.93446066388111,0.0169597319886824,0.986468740365679,0.999962774395567
"ENSG00000226204",0,NA,NA,NA,NA,NA
"ENSG00000235965",0.0356076066269185,-0.311452613224536,3.18533771580458,-0.0977769520886945,0.922109409241335,0.999962774395567
"ENSG00000235822",0,NA,NA,NA,NA,NA
"ENSG00000229289",0,NA,NA,NA,NA,NA
